지역,제목,대상
중랑구,[중랑] [중랑] 10월 「중랑 지혜의 숲」 2021 이음 인문학 강좌 안내,전연령
중랑구,[중랑] [중랑] 서울형 독서문화 프로그램 지원 사업 「나도 크리에이터-북 트레일러 …,청소년
중랑구,[통합] [2021 중랑북페스티벌] 팝업북 만들기 체험 프로그램 안내,어린이
중랑구,[통합] [2021 중랑북페스티벌] 업사이클링 가드닝 체험 프로그램 안내,전연령
중랑구,[통합] [2021 중랑북페스티벌] 라탄 책갈피 만들기 체험프로그램 안내,전연령
중랑구,[통합] 2021 중랑북페스티벌 : 북바인딩 체험 안내,전연령
중랑구,[통합] [중랑] 10월 문화가 있는 날 - 집콕독서챌린지 안내,어린이
중랑구,[양원숲] [양원] 2021 <중랑구 한 도서관 한책읽기> 플로깅 프로그램 안내,전연령
중랑구,"[통합] 중랑문화재단 2021 용마폭포문화예술축제 「당신이 작사, 동물원 작곡」 신곡 …",전연령
중랑구,"[통합] [중랑숲] 중랑어린이 북스카우트 잔여석 모집 안내(3학년 5명, 4학년 1명)",어린이
중랑구,[통합] [중랑]「SF소설 읽고 쓰기」운영 안내,성인
중랑구,"[통합] [면목] 10월 함께 책 읽기 성인 슬로리딩 ""사피엔스""",성인
중랑구,"[통합] [면목] 기록의 즐거움, ""나만의 다큐멘터리 만들기"" 프로그램 안내",전연령
중랑구,[중랑] [중랑] 그림책 활동가 양성과정(입문) 안내,성인
중랑구,[상봉] [다시배움1750] 인문·독서법 강연 안내,중장년
중랑구,[중랑] [중랑] 세계고전문학 함께 읽기 「문학으로 나를 찾다」 안내,성인
중랑구,[통합] [중랑숲] 중랑어린이 북스카우트 모집안내(초등 1-4학년 대상),어린이
중랑구,[통합] 2021 북스타트 부모교육 강연 「그림책으로 배우는 우리아이 발달심리」,성인
중랑구,[상봉] 중랑상봉도서관 9월 독서토론교실 안내,어린이
중랑구,[중랑] [중랑] 서울형 독서문화 프로그램 지원 사업 「나도 크리에이터-북 트레일러 …,어린이
중랑구,[통합] [중랑] 9월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
중랑구,[중랑] [중랑] 9월 「중랑 지혜의 숲」 2021 이음 인문학 강좌 안내,전연령
중랑구,[중랑] [중랑] 9월 조부모의 행복한 책놀이 교실 안내,중장년
중랑구,[중랑숲] [중랑숲] 중랑숲어린이도서관 9월 독서의 달 기념 프로그램 (좋아하는 책 소…,어린이
중랑구,[면목] [면목] 양성평등 주간 북토크 프로그램 참여 안내,성인
중랑구,[양원숲] [양원]도전! 우리가족! 책 읽는 가족되기!(가족독서특강),어린이
중랑구,[면목] [면목] 온라인 독서토론 참여 안내,전연령
중랑구,[통합] [중랑] 9월 독서의달 기념 독서문화행사 안내(변경),전연령
중랑구,[중랑] [중랑] 8월 조부모의 행복한 책놀이 교실 안내,중장년
중랑구,[면목] [면목] 2021년 제3기 초등 온 책 읽기 운영 안내,어린이
중랑구,[통합] [중랑숲] 중랑숲어린이도서관 특화프로그램 중랑숲그림책공작소 모집안내(8.31~),어린이
중랑구,[상봉] [중랑상봉] 8월 독서토론교실 안내,어린이
중랑구,[통합] [중랑] 2021 중랑구립정보도서관 하반기 어린이 독서회 모집,어린이
중랑구,[중랑숲] [중랑숲] 2021 부모토론학교 3기 운영내용 안내,성인
중랑구,[양원숲] [양원] 만지작꼼지락그림책도서관(유아책놀이) 모집안내,어린이
중랑구,"[면목] [면목] 청소년 철학 하브루타 참여자 모집(수정, 수업계획안 첨부)",청소년
중랑구,[통합] [중랑] 북스타트 연계 책놀이 프로그램 「책이랑 놀자!」 모집 안내,어린이
중랑구,[중랑] [중랑] 망우리공원 인문학 프로그램 「망우 인문 산책」 안내,전연령
중랑구,[통합] 2021 한 도서관 한 책 읽기 중랑구 한책 투표 안내,전연령
중랑구,[중랑숲] [중랑숲] 2021년 초독서토론단 및 부모토론학교 3기 모집 및 운영 안내 (★…,성인
중랑구,[통합] [중랑숲] [천권연계][부모교육] 그림책 요리사 과정 모집,성인
중랑구,[통합] [중랑] 8월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
중랑구,[중랑] 8월 「중랑 지혜의 숲」 2021 이음 인문학 강좌 안내,전연령
중랑구,[양원숲] [양원] 2021 여름방학 청소년 독서캠프 취소 안내(하반기 운영예정),청소년
중랑구,[상봉] [상봉] 2021년 7월 온.함.책.(온라인에서 함께 책 읽자) 안내,성인
중랑구,[중랑] [중랑] 2021년 꿈독과 함께하는 여름방학 독서토론교실 안내,어린이
중랑구,[면목] [면목] 8월 함께 하는 책 읽기 '성인 슬로리딩' 참여 안내,성인
중랑구,[상봉] [상봉] 2021 중랑상봉도서관 여름방학특강 그림책으로 만나는 코딩,어린이
중랑구,[양원숲] [양원] 2021 청소년 여름방학 독서캠프 프로그램 일정 변경 안내,청소년
중랑구,[중랑] [중랑] 2021 중랑구립정보도서관 여름방학 어린이 독서교실,어린이
중랑구,[양원숲] [양원] 2021 하반기 청소년 독서토론 운영안내,청소년
중랑구,[면목] 2021년 중랑구립면목정보도서관 여름방학 단기특강 안내,어린이
중랑구,[상봉] 중랑상봉도서관 7월 독서토론교실 안내,어린이
중랑구,[중랑] [중랑] [일정 연기] 7월 조부모의 행복한 책놀이 교실 안내,중장년
중랑구,[통합] [중랑] 7월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
중랑구,[중랑숲] [중랑숲] 2021년도 중랑숲어린이도서관 여름 그림책 교실 모집안내(초등1-3학년…,어린이
중랑구,[양원숲] [양원] 양원숲속도서관 '낭讀3090' - 5090낭독! 책 함께 읽기! 모집…,중장년
중랑구,[양원숲] [양원] 양원숲속도서관 '낭讀3090' - 3050 엄마들의 독서토론 모집…,성인
중랑구,[상봉] 2021년 7월 작가상봉 : 장혜령 작가 북토크(포스터를 누르면 참여 신청 화면…,전연령
중랑구,[면목] [면목] 6월 문화가 있는 날 중랑구공방 연계 프로그램 참여 안내,성인
중랑구,[중랑] [중랑] 7월 「중랑 지혜의 숲」 2021 고전 강좌 (대학) 안내,전연령
중랑구,[중랑] [중랑] 6월 「중랑 지혜의 숲」 2021 이음 인문학 강좌 안내,전연령
중랑구,[중랑] [중랑] 6월 조부모의 행복한 책놀이 교실 안내,중장년
중랑구,[상봉] 2021년 6월 어린이 독서토론교실 안내,어린이
중랑구,[상봉] 2021년 6월 작가상봉 : 박서련 소설가 북토크(포스터를 누르면 참여 신청 화…,전연령
중랑구,[통합] [중랑] 북스타트 부모교육-우리아이 좋은 그림책 읽어주기,성인
중랑구,[중랑] [중랑] 6월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
중랑구,[중랑숲] [전시홍보] 중랑숲어린이도서관 업사이클링 그림책 팝업나무 전시회,어린이
중랑구,[중랑] [중랑] 서울형 독서문화 프로그램 지원 사업 「낭독의 시간」 안내,중장년
중랑구,[통합] [중랑숲] 초등 천 권 읽기 「하루독서」 운영 안내,어린이
중랑구,[중랑숲] [중랑숲] 2021 부모토론학교 2기 운영내용 안내,성인
중랑구,[면목] [면목] 초등 한 달 한 권 『온 책 읽기』 참여 안내,어린이
중랑구,[중랑] [중랑] 5월 조부모의 행복한 책놀이 교실 안내,중장년
중랑구,[중랑] [중랑] 6월 「중랑 지혜의 숲」 2021 고전 강좌 (맹자) 안내,전연령
중랑구,[통합] [면목] 5월 문화가 있는 날 중랑구공방 연계 프로그램 참여 안내,성인
중랑구,"[통합] [중랑숲]재공지) 도우리프로그램(부모교육) 6~7월 : 동화로읽는인문학, 고전읽기…",성인
중랑구,[통합] [중랑상봉] 2021년 5월 어린이 독서토론교실 안내,어린이
중랑구,[통합] [면목] 제2기 청소년 철학 하브루타 참여신청 안내,청소년
중랑구,[통합] [중랑] 5월 「중랑 지혜의 숲」 2021 이음 인문학 강좌 안내,전연령
중랑구,"[통합] [중랑숲] 2021년 초등독서토론단 2기 모집 및 운영 안내 (초등독서토론단, 부…",어린이
중랑구,[통합] [중랑] 꿈다락 토요문화학교 '덜미야! 넌 누구니?' 모집 안내,어린이
중랑구,[통합] [면목] 어린이 독서동아리 회원모집 안내,어린이
중랑구,[중랑] [중랑] 중랑구립정보도서관 가정의 달 기념 독서문화행사,전연령
중랑구,[통합] [중랑] 5월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
중랑구,[통합] [중랑상봉] 2021년 5월 작가상봉 : 조우리 소설가 북토크(포스터를 누르면 참…,전연령
중랑구,[양원숲] [양원] 2021 신규 독서동아리 모집안내,전연령
중랑구,[통합] [중랑상봉] 2021년 4월 온.함.책.(온라인에서 함께 책 읽자) 안내,전연령
중랑구,[양원숲] [양원]2021 청소년 독서토론 -우리의대화- 참가자 추가모집 안내,청소년
중랑구,[통합] [면목] 4월 문화가 있는 날 중랑구공방 연계 프로그램 참여 안내,성인
중랑구,[통합] [중랑] 5월 「중랑 지혜의 숲」 2021 고전 강좌 (중용) 안내,전연령
중랑구,[양원숲] [양원] 2021년 4월 문화가 있는 날 '비올라로라 클래식 공연',전연령
중랑구,[통합] [중랑숲] 중랑숲어린이도서관 연속간행물 나눔 행사 안내,어린이
중랑구,[통합] [중랑] 4월 「중랑 지혜의 숲」 2021 이음 인문학 강좌 안내,전연령
중랑구,[통합] [중랑] 4월 조부모의 행복한 책놀이 교실 안내,중장년
중랑구,[통합] [중랑상봉] 4월 어린이 독서토론교실 안내,어린이
중랑구,[양원숲] [양원] 가족독서 멘토 프로그램 안내,어린이
중랑구,[통합] [중랑] 4월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
중랑구,[양원숲] [양원]도전! 가족독서! 우리가족 책 읽는 가족되기,어린이
중랑구,[통합] 중랑 이음 인문학 아카데미,전연령
중랑구,[통합] 인생에서 한번은 만나야 할 동양 고전 인문아카데미,전연령
중랑구,[통합] [중랑상봉] 중장년 인문독서기획 '다시배움1750' 독서클럽 모집 안내,중장년
중랑구,[통합] [중랑상봉] 중장년 인문독서기획 '다시배움1750' 기초교육 모집 안내,중장년
중랑구,[통합] [중랑상봉] 2021 4월 작가상봉 : 정용준 소설가 북토크,전연령
중랑구,[면목] [면목] 초등 한 달 한 권 '온 책 읽기',어린이
중랑구,[면목] [면목] 주간(週刊)에세이 : 10번의 글쓰기 프로젝트,성인
중랑구,[통합] 2021년 3월 온.함.책.(온라인에서 함께 책 읽자) 안내,성인
중랑구,"[면목] 중랑구공방X면목도서관, 비누 공예 맛보기",성인
중랑구,[통합] [양원] 양원숲속도서관 제1기 청소년운영위원회 모집 안내,청소년
중랑구,[통합] [중랑숲/상봉동시진행] 만지작꼼지락그림책도서관(유아책놀이) 모집안내,어린이
중랑구,[통합] [중랑] 어린이 독서회 회원모집 안내,어린이
중랑구,[통합] [중랑] 3월 조부모의 행복한 책놀이 교실 안내,중장년
중랑구,[통합] 중랑구립정보도서관 개관 22주년 기념 행사 안내,전연령
중랑구,[통합] [중랑] 3월 문화가 있는 날 - 집콕독서 챌린지 안내,어린이
중랑구,[통합] [중랑] 3월 - 중랑 이음 인문학 아카데미 안내,전연령
중랑구,[통합] [중랑] 4월 - 동양 고전 인문아카데미 안내,전연령
중랑구,"[면목] 중랑구공방X면목도서관, 꽃 공예 맛보기",성인
중랑구,[통합] [중랑상봉] 2021년 2월 온.함.책.(온라인에서 함께 책 읽자) 안내,성인
중랑구,"[면목] 똑똑똑 걱정이 왔네~, 휙휙휙 걱정아 잘가!",어린이
중랑구,"[통합] [중랑상봉] 2021 중랑상봉도서관 독서토론교실 1, 2, 3학년 추가모집 안내",어린이
중랑구,"[중랑숲] 2021년 초등독서토론단 1기 모집 및 운영 안내 (초등독서토론단, 부모토론학교…",어린이
중랑구,[통합] [중랑상봉] 2021 중랑상봉도서관 독서토론교실 안내,어린이
중랑구,[통합] [양원] 2021 청소년 독서토론 주말 프로그램 안내,청소년
중랑구,"[면목] 청소년, 하브루타로 철학적 독서토론하기",청소년
중랑구,[통합] [상봉] ON(溫)택트 방학특강 ‘조물조물 동화책 요리’ 안내,어린이
중랑구,[중랑] 2021년 미디어 리터러시 교육 안내,어린이
중랑구,[중랑] 2021년 꿈독과 함께하는 겨울방학 독서토론교실 안내,어린이
강북구,할로코드로 살펴보는 인공지능 / 초등 4~6학년,어린이
강북구,나도 할 수 있다! 일러스트레이터 / 중고생~성인,청소년
강북구,9월 상상공작소 장비활용교육(3D프린터) / 중고생~성인,청소년
강북구,9월 명화와 함께하는 3D펜 / 초등 4-6학년,어린이
강북구,9월 명화와 함께하는 3D펜 / 초등 1-3학년,어린이
강북구,[한주제로함께읽기] 그린 데이(Green Day)_8월,어린이
강북구,8월 문화가 있는 날 : 도서관 버스킹,전연령
강북구,[월간 사람책] 8월: 이선민 작가 강연(대면),전연령
강북구,독서동아리 문장수집가 추가 모집,중장년
강북구,책 한 문장과 머그컵 굿즈 메이킹 / 중고생 ~성인 ,청소년
강북구,업사이클링 스티로폼 재생아트 / 중고생 ~성인,청소년
강북구,비트뮤직과 코딩을 활용한 악기 만들기 / 초등 2~4학년 ,어린이
강북구,상상공작소 장비활용교육(레이저커팅기) / 중고생 ~ 성인,청소년
강북구,8월 명화와 함께하는 3D펜 / 초등 4-6학년,어린이
강북구,8월 명화와 함께하는 3D펜 / 초등 1-3학년,어린이
강북구,[추가접수] 메타버스 타고 떠나는 인문학 여행(역사),어린이
강북구,[7월 문화가 있는 날]초등 독서 토론 3~6학년,어린이
강북구,[7월 문화가 있는 날]초등 독서 토론 1~2학년,어린이
강북구,강북문화정보도서관 2022 여름독서교실 '그림책으로 Green 지구',어린이
강북구,수박이 데구르르,어린이
강북구,[한주제로함께읽기] 그린 데이(Green Day)_7월,어린이
강북구,[월간 사람책] 7월: 김태경 교수 강연(비대면),성인
강북구,업사이클링 계란껍질을 활용한 팝아트 소품 메이킹 / 중고생 ~ 성인 ,청소년
강북구,가족과 함께하는 인공지능과 진로 ,전연령
강북구,책 한 문장과 우드버닝 / 성인 ,성인
강북구,7월 상상공작소 장비활용교육(3D프린터) / 중고생~성인,청소년
강북구,7월 명화와 함께하는 3D펜 / 초등 4-6학년,어린이
강북구,7월 명화와 함께하는 3D펜 / 초등 1-3학년 ,어린이
강북구,이야기가 있는 코딩 / 초등 4~6학년 ,어린이
강북구,메타버스 타고 떠나는 인문학 여행(문학) ,어린이
강북구,6월 문화가 있는 날 : 도서관 피크닉,전연령
강북구,하나!둘!셋!넷! 응차!,어린이
강북구,[한주제로함께읽기] 그린 데이(Green Day)_6월 ,성인
강북구,[월간 사람책] 6월: 김원영 변호사 강연(비대면),성인
강북구,"성인 그림책테라피 <그림책, 나를 만나는 시간>",성인
강북구,그림책 탐험대 (육아팀플! 더 이상의 무임승차는 없다) B팀,어린이
강북구,그림책 탐험대 (육아팀플! 더 이상의 무임승차는 없다) A팀,어린이
강북구,2022 길위의인문학 3기 ,전연령
강북구,2022 길위의인문학 2기 ,전연령
강북구,2022 길위의인문학 1기 ,전연령
강북구,공감_너의 마음 이해하기_녹음모듈을 이용한 스토리 북마커 메이킹,어린이
강북구,회복탄력성_너에게만 알려줄게_의미심장 선캐쳐 메이킹,어린이
강북구,친환경 버블바 메이킹 / 성인,성인
강북구,상상공작소 장비활용교육(레이저커팅기) / 중학생 ~성인,어린이
강북구,6월 명화와 함께하는 3D펜 / 초등 1-3학년,어린이
강북구,6월 명화와 함께하는 3D펜 / 초등 4-6학년,어린이
강북구,<그림책으로 떠나는 신통방통 세계여행> 프로그램 참여자 모집,어린이
강북구,5월문화가있는날,전연령
강북구,2022 강북까치서당 3~6 학년,어린이
강북구,2022 강북까치서당 1.2 학년,어린이
강북구,[월간 사람책] 5월: 백세희 작가 강연(비대면),전연령
강북구,메타버스도서관 견학프로그램 <다 함께 메타버스>,어린이
강북구,(북스타트) 으쌰으쌰 미니 체육대회,어린이
강북구,[대면]업사이클링 플라스틱컵 행잉 화분 걸이 메이킹,전연령
강북구,[대면]공기정화식물이오난사 조명등 메이킹 / 어르신,중장년
강북구,[대면]감사의 달 실루엣커팅기를 활용한 카네이션 화분 메이킹/초등4-6학년+중등,어린이
강북구,[비대면]아두이노와 스마트팜 / 초등5~6학년+중등,어린이
강북구,[대면]장비활용교육_3D프린터 / 중학생~성인,어린이
강북구,[대면] 명화와 함께하는 3D펜 /1-3학년 ,어린이
강북구,[대면] 명화와 함께하는 3D펜 /초등 4-6학년 ,어린이
강북구,4월문화가 있는날,전연령
강북구,초록초록 만들기,어린이
강북구,학부모 대상 청소년 글쓰기 특강 <질문으로 완성하는 청소년 글쓰기>,어린이
강북구,[도서관민주학교] '역사동화로 배우는 민주주의 이야기(신현수 작가와의 만남),어린이
강북구,[도서관민주학교] 4·19혁명 기념 이인석 작가 특강(성인),성인
강북구,[대상확대]3D프린터를 활용한 4.19 덕분에 토퍼 메이킹 / 초등 4-6학년 + 중등,어린이
강북구,[대면] 레이저커팅기를 활용한 4.19덕분에 컵받침 메이킹,성인
강북구,[비대면] 내 인생의 책 한 문장 토퍼 메이킹 / 성인,성인
강북구,[작은도서관]번1동 새마을문고 '사일구'특강(대면),어린이
강북구,[작은도서관]미아동 새마을문고 '사일구'특강(비대면),어린이
강북구,3월 문화가 있는날,어린이
강북구,[비대면]3D프린터 운용기능사 자격증_실기반,성인
강북구,[비대면] 신재생에너지와 태양광 주택 메이킹/ 초등4~6학년,어린이
강북구,[대면] 장비활용교육_레이저커팅 / 중학생~성인,어린이
강북구,[대면] 명화와 함께하는 3D펜 / 초등 1-3학년,어린이
강북구,[대면]명화와 함께하는 3D펜 / 초등4-6학년,어린이
강북구,[대면] 강북(Book)타운 <김은형 작가와의 만남> ,전연령
강북구,[비대면] 강북(Book)타운 <김은형 작가와의 만남> ,전연령
강북구,[비대면]가구 설계 전문가 되어 보기_3D 프린터 / 초등4~6학년+중등,어린이
강북구,[비대면] 지속가능한 모빌리티 전기자동차 / 초등 4~6학년,어린이
강북구,[대면] 장비활용교육_3D프린터 / 중학생~성인,어린이
강북구,[대면] 명화와 함께하는 3D펜 / 초등 1-3학년 ,어린이
강북구,[대면]명화와 함께하는 3D펜 / 초등4-6학년,어린이
강북구,독서동아리(40대 이상) '문장수집가' 회원 모집,중장년
강북구,어린이독서동아리 '강북(BooK)탐험단' 단원 모집 (초등 3~4학년),어린이
강북구,독서동아리(중학생) '행Book하자' 회원 모집,어린이
강북구,"독서동아리(2,30대) '야나독' 회원 모집",성인
강북구,2월문화가있는날 고학년,어린이
강북구,2월문화가있는날 저학년,어린이
강북구,그림책을 부탁해,어린이
강북구,1월 문화가 있는날,전연령
강북구,"그림책 마음코칭(5,6학년)",어린이
강북구,"그림책 마음코칭(3,4학년)",어린이
강북구,"그림책 마음코칭(1,2학년)",어린이
강북구,상상공작소 장비활용교육(3D프린터)/ 중고생~성인,어린이
강북구,[비대면]환경 보호 앱 만들기_앱인벤터 / 초등 4-6학년,어린이
강북구,[비대면]마이 스토리 이니셜 북폴딩(업사이클링) / 성인,성인
강북구,새해 소망을 담은 토퍼 메이킹_실루엣커팅기/ 성인,성인
강북구,새해 소망을 담은 DIY 큐브 조명등 메이킹/초등1-3학년,어린이
강북구,새해 소망을 담은 DIY 큐브 조명등 메이킹/초등4-6학년,어린이
강북구,2022년 겨울독서교실 참여자 모집(초등 저학년반),어린이
강북구,2022년 겨울독서교실 참여자 모집(초등 고학년반),어린이
강북구,청소년문화정보도서관 북스타트 연계프로그램(3~5세),어린이
강북구,청소년문화정보도서관 북스타트 연계프로그램(6~7세),어린이
강북구,영상 편집을 위한 프리미어 프로 / 성인,성인
강북구,1인 미디어스튜디오 활용교육 / 성인,성인
강북구,상상공작소 장비활용교육(UV프린터) / 중고생~성인,청소년
강북구,9월 명화와 함께하는 3D펜 / 초등 4~6학년,어린이
강북구,9월 명화와 함께하는 3D펜 / 초등 1~3학년,어린이
강북구,9월 사서쌤과 책읽기(4~6학년) - 9월 21일(수) 대면,어린이
강북구,9월 사서쌤과 책읽기(4~6학년) - 9월 17일(토) 대면,어린이
강북구,9월 사서쌤과 책읽기(1~3학년) - 9월 7일(수) 대면,어린이
강북구,9월 사서쌤과 책읽기(1~3학년) - 9월 3일(토) 대면,어린이
강북구,[강북청소년] 8월 사서쌤과 역사읽기 참여자 모집,어린이
강북구,펜타블렛으로 그리는 웹툰 / 초등 5학년~중고생,어린이
강북구,초보자를 위한 3D스캐너 교육 / 중고생~성인,청소년
강북구,상상공작소 장비활용교육(3D프린터) / 중고생~성인,청소년
강북구,8월 명화와 함께하는 3D펜 / 초등 1~3학년,어린이
강북구,8월 명화와 함께하는 3D펜 / 초등 4~6학년,어린이
강북구,가죽공예 체험 - 카드지갑 만들기 / 중고생,청소년
강북구,나도 에너지 전문가 - 태양광 자동차 만들기 / 초등 4~6학년,어린이
강북구,춤추는 태양광 나비 만들기 / 초등 1~3학년,어린이
강북구,2022.여름독서교실,어린이
강북구,상상공작소 장비활용교육(UV프린터) / 중고생~성인,청소년
강북구,한 문장 도서 굿즈_머그컵 만들기 / 성인,성인
강북구,천둥 소리 장치를 만들고 인공지능 소리 체험하기 / 초등 1~3학년,어린이
강북구,압화 캘리그라피 손거울과 배지 만들기 / 중고생~성인,청소년
강북구,7월 명화와 함께하는 3D펜 / 초등 1~3학년,어린이
강북구,7월 명화와 함께하는 3D펜 / 초등 4~6학년,어린이
강북구,7월 사서쌤과 책읽기(4~6학년) - 7월 23일(토) 대면,어린이
강북구,7월 사서쌤과 책읽기(4~6학년) - 7월 20일(수) 대면,어린이
강북구,7월 사서쌤과 책읽기(1~3학년) - 7월 16일(토) 대면,어린이
강북구,7월 사서쌤과 책읽기(1~3학년) - 7월 13일(수) 대면,어린이
강북구,"<시간변경 추가모집!>미디어, 어디까지 해봤니?",어린이
강북구,6월 사서쌤과 책읽기(4~6학년) - 6월 25일(토) 대면,어린이
강북구,6월 사서쌤과 책읽기(1~3학년) - 6월 14일(화) 대면,어린이
강북구,6월 사서쌤과 책읽기(1~3학년) - 6월 11일(토) 대면,어린이
강북구,이야기가 있는 코딩 / 초등 4~6학년,어린이
강북구,3D프린터운용기능사 자격증 실기반 / 성인,성인
강북구,열프레스기와 승화전사프린터로 티셔츠 만들기 / 성인,성인
강북구,상상공작소 장비활용교육(3D프린터) / 중학생~성인,어린이
강북구,6월 명화와 함께하는 3D펜 / 초등 4~6학년,어린이
강북구,6월 명화와 함께하는 3D펜 / 초등 1~3학년,어린이
강북구,환경을 위한 작은실천(제로 웨이스트)-고학년(4~6학년),어린이
강북구,환경을 위한 작은실천(제로 웨이스트)-저학년(1~3학년),어린이
강북구,5/28 오전 11시-체험동화마을<방귀쟁이 새색시> ,어린이
강북구,5/28 오전 10시-체험동화마을<방귀쟁이 새색시> ,어린이
강북구,5/21 오전 11시-체험동화마을<방귀쟁이 새색시> ,어린이
강북구,5/21 오전 10시-체험동화마을<방귀쟁이 새색시> ,어린이
강북구,5/14 오전 11시-체험동화마을<방귀쟁이 새색시> ,어린이
강북구,5/14 오전 10시-체험동화마을<방귀쟁이 새색시> ,어린이
강북구,5월 사서쌤과 책읽기(4~6학년) - 5월 24일(화) 대면,어린이
강북구,5월 사서쌤과 책읽기(4~6학년) - 5월 21일(토) 대면,어린이
강북구,5월 사서쌤과 책읽기(1~3학년) - 5월 17일(화) 대면,어린이
강북구,5월 사서쌤과 책읽기(1~3학년) - 5월 14일(토) 대면,어린이
강북구,[비대면] 나만의 NFT 작품을 발행하는 방법 / 성인,성인
강북구,[대면] 실루엣커팅기로 가정의 달 봉투 토퍼 만들기 / 성인,성인
강북구,[대면] 상상공작소 장비활용교육(UV프린터) / 중학생~성인,어린이
강북구,[대면] 5월 명화와 함께하는 3D펜 / 초등 4~6학년,어린이
강북구,[대면] 5월 명화와 함께하는 3D펜 / 초등 1~3학년,어린이
강북구,[비대면] 4.19 기념 스텐실 태극기 에코백 만들기 / 초등 3-4학년,어린이
강북구,[비대면] 트리플체인 북바인딩 노트 만들기 / 중고생,청소년
강북구,체험형 동화구연 동아리원 모집,성인
강북구,[비대면] 아두이노와 3D프린터로 스마트카 만들기 / 초등4~6학년,어린이
강북구,[비대면] DIY 큐브 현미경과 표본 관찰 수업 / 성인,성인
강북구,[대면] 상상공작소 장비활용교육(3D프린터) / 중학생~성인,어린이
강북구,[대면] 4월 명화와 함께하는 3D펜 / 초등 1~3학년,어린이
강북구,[대면] 4월 명화와 함께하는 3D펜 / 초등 4~6학년,어린이
강북구,4월 사서쌤과 책읽기(4~6학년) - 4월 16일(토) 대면(!일정변경!),어린이
강북구,4월 사서쌤과 책읽기(4~6학년) - 4월 20일(수) 비대면,어린이
강북구,4월 사서쌤과 책읽기(1~3학년) - 4월 13일(수) 비대면,어린이
강북구,4월 사서쌤과 책읽기(1~3학년) - 4월 2일(토) 대면,어린이
강북구,[초등1~3학년 대상]어린이 금융교실,어린이
강북구,3월 사서쌤과 책읽기(4~6학년) - 3월 26일(토) 비대면,어린이
강북구,3월 사서쌤과 책읽기(4~6학년) - 3월 26일(토) 대면,어린이
강북구,3월 사서쌤과 책읽기(1~3학년) - 3월 12일(토) 대면,어린이
강북구,3월 사서쌤과 책읽기(1~3학년) - 3월 8일(화) 비대면,어린이
강북구,[비대면] 최세화(거누파파네) 작가의 <지금 당장 유튜브 크리에이터 되기> / 20~30대,성인
강북구,[비대면] 조향사 진로 체험_나만의 향수 만들기 / 중고생,청소년
강북구,[대면] 상상공작소 장비활용교육(UV프린터) / 중학생~성인,어린이
강북구,[대면] 명화와 함께하는 3D펜 / 초등 1~3학년,어린이
강북구,[대면] 명화와 함께하는 3D펜 / 초등 4~6학년,어린이
강북구,2월 사서쌤과 책읽기(4~6학년) - 2월 16일(수) 비대면,어린이
강북구,2월 사서쌤과 책읽기(4~6학년) - 2월 12일(토) 대면,어린이
강북구,2월 사서쌤과 책읽기(1~3학년) - 2월 10일(목) 비대면,어린이
강북구,2월 사서쌤과 책읽기(1~3학년) - 2월 5일(토) 대면,어린이
강북구,[예비초등] 그림책으로 미리 만나는 학교생활-2월 23일(수),어린이
강북구,[예비초등] 그림책으로 미리 만나는 학교생활-2월 9일(수),어린이
강북구,상상공작소 장비활용교육(3D프린터) / 중학생~성인,어린이
강북구,[비대면] 메타버스로 만드는 신재생 에너지 팩토리 / 초등4~6학년,어린이
강북구,[비대면] 생활나전칠기_자개 스마트톡 만들기 / 성인,성인
강북구,[비대면] 자가발전 LED 손전등 만들기 / 초등4~6학년,어린이
강북구,실루엣커팅기로 폴라로이드 토퍼 만들기 / 중고생,청소년
강북구,[예비초등] 그림책으로 미리 만나는 학교생활-1월 26일(수),어린이
강북구,[예비초등] 그림책으로 미리 만나는 학교생활-1월 12일(수),어린이
강북구,1월 사서쌤과 책읽기(4~6학년) - 1월 29일(토) 비대면,어린이
강북구,1월 사서쌤과 책읽기(4~6학년) - 1월 27일(목) 비대면,어린이
강북구,1월 사서쌤과 책읽기(1~3학년) - 1월 15일(토) 비대면,어린이
강북구,1월 사서쌤과 책읽기(1~3학년) - 1월 13일(목) 비대면,어린이
강북구,2022 여름 독서 교실,어린이
강북구,"[송중] ""일제의 쌀  수탈에 맞서 싸운  농민 서태석""(초등 4~6학년)",어린이
강북구,[송중] 우리가 지키는 지구 -환경 사랑 팝업북 만들기-,어린이
강북구,"[송중] ""이름 264의 비밀을 찾아라!""(초등 4~6학년)",어린이
강북구,"[송중] ""독립을 위해 일한 CEO, 유일한""(초등 4~6학년)",어린이
강북구,"[송중] ""조선 독립의 때는 왔다! -우리가 기억해야할 5월의 독립영웅""(초등 4~6학년)",어린이
강북구,[송중] 4.19 혁명 기념 역사독서토론 프로그램(중학생),어린이
강북구,[송중] 4.19 혁명 기념 역사독서토론 프로그램(초등 3~6학년),어린이
강북구,"[송중] ""범 내려온다~ 복(福) 내려온다~""(초등 저학년)",어린이
